TIK
memahami mutu dari suatu informasi dan dapat mengerti bagaimana reduksi data dilakukan
memahami konsep informasi dalam penerapan pada rancangan sistem informasi
memahami struktur SIM dan subsistem SIM yang terkait dengan aktifitas dan fungsi organisasi
memahami nilai tambah yang didapat perusahaan dengan diterapkannya SIM
siklus pemrosesan suatu transaksi dan cara / metode pemrosesan informasi
mengenal otomatisasi perkantoran yang mem-bantu dalam dokumentasi perusahaan
"mengenal sarana komunikasi pesan baik secara suara, grafis maupun teks."
mengenal perkembangan sistem informasi berbasis komputer dan mengetahui kedudukan SIM dalam evolusi tersebut
memahami sistem infor-masi manajemen yang ada pada perusahaan dan dapat memberikan contoh-nya
memahami proses dan kerangka kerja dari pengambilan keputusan
mengenal perilaku pengambilan keputusan dalam keorganisasian
